Taxon (original name);Taxon (revised nomenclature);Family name;Pollen habit (code);Pollen habit (name);Plant habit
type Ludwigia;Ludwigia-type;ONAGRACEAE;Nq;aquatic herb;herbs, erect or creeping, often aquatic
Gramineae Phragmites t.;Phragmites;POACEAE;N;herb;aquatic or semi-aquatic perennial herbs
Phragmites cf.;Phragmites;POACEAE;N;herb;aquatic or semi-aquatic perennial herbs
PODOSTEMACEAE;Podostemaceae undiff.;PODOSTEMACEAE;Nq;aquatic herb;submerged fresh-water herbs
Sphaerothylax abyssinica;Sphaerothylax abyssinica-type;PODOSTEMACEAE;Nq;aquatic herb;fresh-water herb
Sphaerotylax abyssinica-type;Sphaerothylax abyssinica-type;PODOSTEMACEAE;Nq;aquatic herb;fresh-water herb
Tristicha alterniflora-type;Tristicha trifaria;PODOSTEMACEAE;Nq;aquatic herb;moss-like plants forming dense mats
Polygonum pulchrum;Persicaria lapathifolia-type;POLYGONACEAE;Nq;aquatic herb;perennial herb 1 m tall
Polygonum senegalense;Persicaria senegalensis-type;POLYGONACEAE;Nq;aquatic herb;erect, robust, perennial herb up to 3 m tall
POLYGONUM SENEGALENSE*;Persicaria senegalensis-type;POLYGONACEAE;Nq;aquatic herb;erect, robust, perennial herb up to 3 m tall
Polygonum senegalensis;Persicaria senegalensis-type;POLYGONACEAE;Nq;aquatic herb;erect, robust, perennial herb up to 3 m tall
Polygonum t. senegal.;Persicaria senegalensis-type;POLYGONACEAE;Nq;aquatic herb;erect, robust, perennial herb up to 3 m tall
Polygonum type senegalense;Persicaria senegalensis-type;POLYGONACEAE;Nq;aquatic herb;erect, robust, perennial herb up to 3 m tall
Eichhornia;Eichhornia diversifolia;PONTEDERIACEAE;Nq;aquatic herb;floating aquatic herb
Eichornea;Eichhornia diversifolia;PONTEDERIACEAE;Nq;aquatic herb;floating aquatic herb
Pontederiaceae;Pontederiaceae undiff.;PONTEDERIACEAE;Nq;aquatic herb;herbs, floating on or growing in fresh water
Cf Potamogeton;Potamogeton;POTAMOGETONACEAE;Nq;aquatic herb;slender to robust aquatic, chiefly perennial, herbs
Potamogenotaceae;Potamogeton-type;POTAMOGETONACEAE;Nq;aquatic herb;slender to robust aquatic, chiefly perennial, herbs
Potamogeton;Potamogeton-type;POTAMOGETONACEAE;Nq;aquatic herb;slender to robust aquatic, chiefly perennial, herbs
Potamogeton (?);Potamogeton-type;POTAMOGETONACEAE;Nq;aquatic herb;slender to robust aquatic, chiefly perennial, herbs
Potamogeton pectinatus;Stuckenia-type pectinata;POTAMOGETONACEAE;Nq;aquatic herb;submerged perennial herb
POTAMOGETON PECTINATUS*;Stuckenia-type pectinata;POTAMOGETONACEAE;Nq;aquatic herb;submerged perennial herb
Potamogeton pectinatus-type;Stuckenia-type pectinata;POTAMOGETONACEAE;Nq;aquatic herb;submerged perennial herb
Potamogeton thunbergii;Potamogeton-type nodosus;POTAMOGETONACEAE;Nq;aquatic herb;perennial aquatic herb
Potamogeton thunbergii-type;Potamogeton-type nodosus;POTAMOGETONACEAE;Nq;aquatic herb;perennial aquatic herb
Potamogetonaceae;Potamogeton-type;POTAMOGETONACEAE;Nq;aquatic herb;slender to robust aquatic, chiefly perennial, herbs
POTAMOGETONACEAE;Potamogeton-type;POTAMOGETONACEAE;Nq;aquatic herb;slender to robust aquatic, chiefly perennial, herbs
Potamogetonaceae Potamogeton;Potamogeton-type;POTAMOGETONACEAE;Nq;aquatic herb;slender to robust aquatic, chiefly perennial, herbs
Potamogeton-type;Potamogeton-type;POTAMOGETONACEAE;Nq;aquatic herb;slender to robust aquatic, chiefly perennial, herbs
Potomageton;Potamogeton-type;POTAMOGETONACEAE;Nq;aquatic herb;slender to robust aquatic, chiefly perennial, herbs
TypePotamogeton;Potamogeton;POTAMOGETONACEAE;Nq;aquatic herb;slender to robust aquatic, chiefly perennial, herbs
Anagallis angustiloba-type;Lysimachia angustiloba-type;PRIMULACEAE;Nq;aquatic herb;aquatic perennial herb
Rananculus oreophytus-type;Ranunculus oreophytus-type;RANUNCULACEAE;Nq;aquatic herb;perennial herb
Ranunculus oreophytus-type;Ranunculus oreophytus-type;RANUNCULACEAE;Nq;aquatic herb;perennial herb
Ranunculus stagnalis-type;Ranunculus stagnalis-type;RANUNCULACEAE;Nq;aquatic herb;procubent to ascending or erect herb
Riccia;Riccia;RICCIACEAE;Nq;aquatic herb;aquatic liverwort, thallose, dichotomously branching
RICCIA;Riccia;RICCIACEAE;Nq;aquatic herb;aquatic liverwort, thallose, dichotomously branching
Riccia-type;Riccia;RICCIACEAE;Nq;aquatic herb;aquatic liverwort, thallose, dichotomously branching
Ruppia;Ruppia maritima;RUPPIACEAE;Nq;aquatic herb;slender submerged herb of alkaline to brackish water
Ruppia maritima;Ruppia maritima;RUPPIACEAE;Nq;aquatic herb;slender submerged herb of alkaline to brackish water
Limosella;Limosella-type;SCROPHULARIACEAE;Nq;aquatic herb;small aquatic or marsh herbs
Limosella australis;Limosella-type australis;SCROPHULARIACEAE;Nq;aquatic herb;annual-Herb, Hydrophyte- Ht 0.015 - 0.04 m
Limosella sim.;Limosella-type;SCROPHULARIACEAE;Nq;aquatic herb;small aquatic or marsh herbs
Lindernia;Lindernia;SCROPHULARIACEAE;Nq;aquatic herb;annual, sometimes perennial, aquatic herbs
Lindernia (cf);Lindernia;SCROPHULARIACEAE;Nq;aquatic herb;annual, sometimes perennial, aquatic herbs
Lindernia feinreticulat;Lindernia;SCROPHULARIACEAE;Nq;aquatic herb;annual, sometimes perennial, aquatic herbs
Lindernia Type;Lindernia;SCROPHULARIACEAE;Nq;aquatic herb;annual, sometimes perennial, aquatic herbs
Lindernia-type;Lindernia;SCROPHULARIACEAE;Nq;aquatic herb;annual, sometimes perennial, aquatic herbs
type Bryodes;Lindernia;SCROPHULARIACEAE;Nq;aquatic herb;annual, sometimes perennial, aquatic herbs
Spenocleaceae Type, 30µm;Sphenoclea;SPHENOCLEACEAE;Nq;aquatic herb;annual hygrophytic herbs
Sphenoclea;Sphenoclea;SPHENOCLEACEAE;Nq;aquatic herb;annual hygrophytic herbs
Trapa;Trapa;TRAPACEAE;Nq;aquatic herb;Aquatic floating annual herb
Cf Typha;Typha-type;TYPHACEAE;Nq;aquatic herb;robust perennial herbs usually 1-3 m tall
cf. Sparganiacées;Sparganium-type;TYPHACEAE;Nq;aquatic herb;perennial herbs
Sparganium;Sparganium-type;TYPHACEAE;Nq;aquatic herb;perennial herbs
Thyphaceae;Typha-type;TYPHACEAE;Nq;aquatic herb;robust perennial herbs usually 1-3 m tall
Tyhpa;Typha-type;TYPHACEAE;Nq;aquatic herb;robust perennial herbs usually 1-3 m tall
Typeha domingensis;Typha-type domingensis;TYPHACEAE;Nq;aquatic herb;stems 1.6-5 m high
Typha;Typha-type;TYPHACEAE;Nq;aquatic herb;robust perennial herbs usually 1-3 m tall
TYPHA;Typha-type;TYPHACEAE;Nq;aquatic herb;robust perennial herbs usually 1-3 m tall
Typha (single);Typha-type;TYPHACEAE;Nq;aquatic herb;robust perennial herbs usually 1-3 m tall
Typha (tetrad);Typha-type;TYPHACEAE;Nq;aquatic herb;robust perennial herbs usually 1-3 m tall
Typha (type angustifolia);Typha-type domingensis;TYPHACEAE;Nq;aquatic herb;stems 1.6-5 m high
Typha (Typhaceae);Typha-type;TYPHACEAE;Nq;aquatic herb;robust perennial herbs usually 1-3 m tall
Typha angustifolia;Typha-type domingensis;TYPHACEAE;Nq;aquatic herb;stems 1.6-5 m high
Typha angustifolia-type;Typha-type domingensis;TYPHACEAE;Nq;aquatic herb;stems 1.6-5 m high
Typha cf angustifolia;Typha-type domingensis;TYPHACEAE;Nq;aquatic herb;stems 1.6-5 m high
Typha cf latifolia;Typha-type latifolia;TYPHACEAE;Nq;aquatic herb;stems 1.5-3.5 m high
Typha cf. australis;Typha-type domingensis;TYPHACEAE;Nq;aquatic herb;stems 1.6-5 m high
Typha cf. latifolia;Typha-type latifolia;TYPHACEAE;Nq;aquatic herb;stems 1.5-3.5 m high
Typha cf. T. angustifolia;Typha-type domingensis;TYPHACEAE;Nq;aquatic herb;stems 1.6-5 m high
Typha cf. T. australis;Typha-type domingensis;TYPHACEAE;Nq;aquatic herb;stems 1.6-5 m high
Typha cf. T. domingensis;Typha-type domingensis;TYPHACEAE;Nq;aquatic herb;stems 1.6-5 m high
Typha cf. T. latifolia;Typha-type latifolia;TYPHACEAE;Nq;aquatic herb;stems 1.5-3.5 m high
Typha domigenisis-type;Typha-type domingensis;TYPHACEAE;Nq;aquatic herb;stems 1.6-5 m high
Typha domingensis-type;Typha-type domingensis;TYPHACEAE;Nq;aquatic herb;stems 1.6-5 m high
Typha latifolia;Typha-type latifolia;TYPHACEAE;Nq;aquatic herb;stems 1.5-3.5 m high
Typha latifolia type;Typha-type latifolia;TYPHACEAE;Nq;aquatic herb;stems 1.5-3.5 m high
Typha latifolia-type;Typha-type latifolia;TYPHACEAE;Nq;aquatic herb;stems 1.5-3.5 m high
Typha minima;Typha-type minima;TYPHACEAE;Nq;aquatic herb;stems 30-80 cm high
Typha minima-type;Typha-type minima;TYPHACEAE;Nq;aquatic herb;stems 30-80 cm high
Typha sp.;Typha-type;TYPHACEAE;Nq;aquatic herb;robust perennial herbs usually 1-3 m tall
Typha spp.;Typha-type;TYPHACEAE;Nq;aquatic herb;robust perennial herbs usually 1-3 m tall
Typha type;Typha-type;TYPHACEAE;Nq;aquatic herb;robust perennial herbs usually 1-3 m tall
Typha type-angustifolia;Typha-type domingensis;TYPHACEAE;Nq;aquatic herb;stems 1.6-5 m high
Typha/Sparganium;Typha/Sparganium;TYPHACEAE;Nq;aquatic herb;aquatic herbs
Typhaceae;Typha-type;TYPHACEAE;Nq;aquatic herb;robust perennial herbs usually 1-3 m tall
Typhaceae Typha;Typha-type;TYPHACEAE;Nq;aquatic herb;robust perennial herbs usually 1-3 m tall
Typhacées;Typha-type;TYPHACEAE;Nq;aquatic herb;robust perennial herbs usually 1-3 m tall
Typhae;Typha-type;TYPHACEAE;Nq;aquatic herb;robust perennial herbs usually 1-3 m tall
Sparganium/Potamogeton;Sparganium/Potamogeton;TYPHACEAE/POTEMOGETONACEAE;Nq;aquatic herb;aquatic herbs
Xyridaceae;Xyris;XYRIDACEAE;Nq;aquatic herb;annual or perennial herbs forming small tussocks in damp or wet palces
Xyris;Xyris;XYRIDACEAE;Nq;aquatic herb;annual or perennial herbs forming small tussocks in damp or wet palces
XYRIS;Xyris;XYRIDACEAE;Nq;aquatic herb;annual or perennial herbs forming small tussocks in damp or wet palces
Xyris decipiens-type;Xyris decipiens-type;XYRIDACEAE;Nq;aquatic herb;perennial herb about 60 cm high in sandy moist places
Xyris-type;Xyris;XYRIDACEAE;Nq;aquatic herb;annual or perennial herbs forming small tussocks in damp or wet palces
Xyris-type decipiens;Xyris decipiens-type;XYRIDACEAE;Nq;aquatic herb;perennial herb about 60 cm high in sandy moist places
Zostera;Zostera;ZOSTERACEAE;Nq;aquatic herb;perennial-Herb, Hydrophyte
Acari (Type 36);Acari;****ARACHNIDA;O;other palynomorph;
Bryozoa;Bryozoa;****BRYOZOA;O;other palynomorph;aquatic fauna
Trichuris;Trichuris;****NEMATODA;O;other palynomorph;
Concentricystes;Pseudoschizaea;****OTHER;O;other palynomorph;freshwater lakes/swamps
Cuticles;Cuticles;****OTHER;O;other palynomorph;
Helicoonspore;Pseudoschizaea;****OTHER;O;other palynomorph;freshwater lakes/swamps
les ronds spiraux;Pseudoschizaea;****OTHER;O;other palynomorph;freshwater lakes/swamps
Nematoda (Trichuris?);Nematoda undiff.;****OTHER;O;other palynomorph;
Npp;NPP undiff.;****OTHER;O;other palynomorph;
NPP;NPP undiff.;****OTHER;O;other palynomorph;
Palynomorpha, non-pollen Type T1286;NPP undiff.;****OTHER;O;other palynomorph;
Pseudoschizaea;Pseudoschizaea;****OTHER;O;other palynomorph;freshwater lakes/swamps
Pseudoschizia;Pseudoschizaea;****OTHER;O;other palynomorph;freshwater lakes/swamps
Pseudoschizoaea;Pseudoschizaea;****OTHER;O;other palynomorph;freshwater lakes/swamps
Pseudoscizaea;Pseudoschizaea;****OTHER;O;other palynomorph;freshwater lakes/swamps
Sporomorphes, reworked;NPP undiff.;****OTHER;O;other palynomorph;
stomates;Stomata;****OTHER;O;other palynomorph;
Unknown spheric microfossil;NPP undiff.;****OTHER;O;other palynomorph;
Arthropod;Arthropod undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Ataxiodinium choane;Ataxiodinium choane;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Braun dinoflagellate;Dinoflagellate undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Copepod Eggs;Copepod undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Cymatiospaera;Acritarch undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Dinocystes;Dinoflagellate undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Dinoflagellate;Dinoflagellate undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Arecaceae (Mauritius type 132b, de Boer);Arecaceae undiff.;ARECACEAE;PA;tree palm;trees to shrublets, and climbers, armed or unarmed
Arecaceae undiff.;Arecaceae undiff.;ARECACEAE;PA;tree palm;trees to shrublets, and climbers, armed or unarmed
Arecaceae-type (Mauritius type 137, de Boer);Arecaceae undiff.;ARECACEAE;PA;tree palm;trees to shrublets, and climbers, armed or unarmed
Arecaceae-type (Mauritius type 54a, de Boer);Arecaceae undiff.;ARECACEAE;PA;tree palm;trees to shrublets, and climbers, armed or unarmed
Arecaceae-type (Mauritius type 54c, de Boer);Arecaceae undiff.;ARECACEAE;PA;tree palm;trees to shrublets, and climbers, armed or unarmed
Arécacées;Arecaceae undiff.;ARECACEAE;PA;tree palm;trees to shrublets, and climbers, armed or unarmed
Borassua/Hyphaene;Borassus/Hyphaene;ARECACEAE;PA;tree palm;tree palm
Borassus aethiopium;Borassus-type aethiopum;ARECACEAE;PA;tree palm;solitary, robust tree palm, trunk reaching 20-30 m tall
BORASSUS*;Borassus-type aethiopum;ARECACEAE;PA;tree palm;solitary, robust tree palm, trunk reaching 20-30 m tall
Borassus/Hyphaene;Borassus/Hyphaene;ARECACEAE;PA;tree palm;tree palm
Borassus-type;Borassus-type aethiopum;ARECACEAE;PA;tree palm;solitary, robust tree palm, trunk reaching 20-30 m tall
Borassus-type aethiopum;Borassus-type aethiopum;ARECACEAE;PA;tree palm;solitary, robust tree palm, trunk reaching 20-30 m tall
cf Hyphaene shatan;Hyphaene-type coriacea;ARECACEAE;PA;tree palm;tree palms
cf Phoenix;Phoenix;ARECACEAE;PA;tree palm;solitary or clustering, shrubby or erect palms
cf Phoenix dactylifera;Phoenix dactylifera-type;ARECACEAE;PA;tree palm;solitary or sparsely clustering palm with massive erect trunk to 20 m tall
cf. Elaeis;Elaeis guineensis;ARECACEAE;PA;tree palm;solitary, robust, tree palm, trunk to 30 m tall
cf. Phoenix;Phoenix;ARECACEAE;PA;tree palm;solitary or clustering, shrubby or erect palms
Cocos nucifera;Cocos nucifera;ARECACEAE;PA;tree palm;tall, solitary tree palm, with trunk to 30 m or more
Crhrysalidocarpus sp.;Chrysalidocarpus pembanus;ARECACEAE;PA;tree palm;clustering, pinate-leaved palm, stems to 18 m tall
Dypsis;Dypsis;ARECACEAE;PA;tree palm;tree palms
Elaeis guineenis;Elaeis guineensis;ARECACEAE;PA;tree palm;solitary, robust, tree palm, trunk to 30 m tall
ELAEIS GUINEENSIS;Elaeis guineensis;ARECACEAE;PA;tree palm;solitary, robust, tree palm, trunk to 30 m tall
Elaeis guinnensis;Elaeis guineensis;ARECACEAE;PA;tree palm;solitary, robust, tree palm, trunk to 30 m tall
Eleaeis;Elaeis guineensis;ARECACEAE;PA;tree palm;solitary, robust, tree palm, trunk to 30 m tall
Eleaeis guineensis ?;Elaeis guineensis;ARECACEAE;PA;tree palm;solitary, robust, tree palm, trunk to 30 m tall
Hyphaenae thebaica;Hyphaene-type thebaïca;ARECACEAE;PA;tree palm;tree palms
Sporomorphes reworked;NPP undiff.;****OTHER;O;other palynomorph;
Sporomorphs indet.;NPP undiff.;****OTHER;O;other palynomorph;
Trichotomosulcate reticulate;NPP undiff.;****OTHER;O;other palynomorph;
Achritarch;Acritarch undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Artropod;Arthropod undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Bitectatodinium  spongium;Bitectatodinium  spongium;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Coppepod eggs;Copepod undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Dinoflagelate undiff.;Dinoflagellate undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
dinoflagellate cysts;Dinoflagellate undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Dinoflagelle;Dinoflagellate undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Dinoflagellés;Dinoflagellate undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Echinidinium delicatum;Echinidinium delicatum;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Echinidinium transparantum;Echinidinium transparantum;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Foraminifera;Foraminifera undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Foraminifera undiff.;Foraminifera undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Foraminiferes;Foraminifera undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Forme 2;Marine NPP undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Forme 4;Marine NPP undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Impagidinium aculeatum;Impagidinium aculeatum;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Impagidinium patulum;Impagidinium patulum;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Lingulodinium machaerophorum;Lingulodinium machaerophorum;****MARINE PALYNOMORPHS;Om;marine palynomorph;
microforaminifera;Foraminifera undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Operculodinium centrocarpum;Operculodinium centrocarpum;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Pentapharsodinium dalei;Pentapharsodinium dalei;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Selenopemphix quanta;Selenopemphix quanta;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Spiniferites bulloideus;Spiniferites bulloideus;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Spiniferites pachydermus;Spiniferites pachydermus;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Spiniferites undiff;Spiniferites undiff;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Tintinid;Tintinideae undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
tintinids;Tintinideae undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Trinovantedinium applanatum;Trinovantedinium applanatum;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Trinovantedinium spp.;Trinovantedinium spp.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Tuberculodinium vancampoe;Tuberculodinium vancampoae;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Votadinium calvum;Votadinium calvum;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Aracaceae (Palmae);Arecaceae undiff.;ARECACEAE;PA;tree palm;trees to shrublets, and climbers, armed or unarmed
ARECACEAE;Arecaceae undiff.;ARECACEAE;PA;tree palm;trees to shrublets, and climbers, armed or unarmed
Hyphaene theba<ca;Hyphaene-type thebaïca;ARECACEAE;PA;tree palm;tree palms
Hyphaene thebaïca;Hyphaene-type thebaïca;ARECACEAE;PA;tree palm;tree palms
Dinoflagellate undiff.;Dinoflagellate undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Dinoflagelles;Dinoflagellate undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Echinidinium aculeatum;Echinidinium aculeatum;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Echinidinium granulatum;Echinidinium granulatum;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Echinidinium undiff;Echinidinium undiff;****MARINE PALYNOMORPHS;Om;marine palynomorph;
foraminifera;Foraminifera undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Foraminifere;Foraminifera undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Forme 1;Marine NPP undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Forme 3;Marine NPP undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Hystricosphaera;Marine NPP undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Impagidinium paradoxum;Impagidinium paradoxum;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Impagidinium sphaericum;Impagidinium sphaericum;****MARINE PALYNOMORPHS;Om;marine palynomorph;
microforamaminifera;Foraminifera undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Nematosphaeropsis labyrinthus;Nematosphaeropsis labyrinthus;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Operculodinium israelianum;Operculodinium israelianum;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Polysphaeridium zoharyi;Polysphaeridium zoharyi;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Spiniferites bentori;Spiniferites bentori;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Spiniferites mirabilis;Spiniferites mirabilis;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Spiniferites ramosus;Spiniferites ramosus;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Stelladinium robustum;Stelladinium robustum;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Tintinideae undiff.;Tintinideae undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Tintinnid;Tintinideae undiff.;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Trinovantedinium capitatum;Trinovantedinium capitatum;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Tuberculodinium vancampoae;Tuberculodinium vancampoae;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Votadinium;Votadinium;****MARINE PALYNOMORPHS;Om;marine palynomorph;
Acanthophoenix rubra;Acanthophoenix rubra;ARECACEAE;PA;tree palm;tree palm
Arecaceae;Arecaceae undiff.;ARECACEAE;PA;tree palm;trees to shrublets, and climbers, armed or unarmed
Arecaceae  undiff.;Arecaceae undiff.;ARECACEAE;PA;tree palm;trees to shrublets, and climbers, armed or unarmed
Arecaceae type;Arecaceae undiff.;ARECACEAE;PA;tree palm;trees to shrublets, and climbers, armed or unarmed
Arecaceae-type (Mauritius type 127, de Boer);Arecaceae undiff.;ARECACEAE;PA;tree palm;trees to shrublets, and climbers, armed or unarmed
